sha256,filesize,File Type,File Class,datetime,alienvault_adversary,Campaign_Tag,tags,Comment,Report link,Normalized_Tag,Alias
322aa22163954ff3ff017014e357b756942a2a762f1c55455c83fd594e844fdd,199486,Microsoft Word 2007+,OOXML,5/5/20 10:49,"['Hidden Cobra', 'Lazarus', 'Lazarus Group']",C0022,"['******_pms.docx', 'DBLL Dropper', 'DRATzarus', 'DeathNote', 'Lazarus', 'Lazarus Group', 'Macros', 'Manuscrypt', 'NukeSped', 'OSINT', 'Operation Dream Job', 'OperationDreamJob', 'T1059', 'T1071', 'T1082', 'T1129', 'T1566', 'T1574.002', 'adversary', 'appdata', 'april', 'apt', 'apts', 'attack', 'back', 'backdoor', 'blindingcan', 'clicker', 'cobalt strike', 'code', 'concept', 'contact', 'copperhedge', 'cve-2017-0199', 'date', 'deathnote', 'defense', 'dll implant', 'dlls', 'dotm', 'evilclippy', 'filehashsha256', 'gamaredon', 'gopuram', 'graphsteel', 'grimplant', 'guid', 'hidden cobra', 'iconcache.db', 'implant', 'information', 'initial', 'installer', 'invisimole', 'june', 'kimsuky', 'konni', 'korean', 'lazarus', 'lazarus group', 'life', 'loader', 'macros', 'mailbox', 'malicious', 'malware descriptions', 'malware technologies', 'manuscrypt', 'mcafee', 'mcafee atr', 'microbackdoor', 'microsoft word', 'mimikatz', 'min read', 'mozilla', 'nukesped', 'office', 'pcaudit.sys', 'pdf file', 'phase', 'podcast', 'programdata', 'roaming mantis', 'service', 'south korea', 'sqlite', 'stage rat c2', 'stealer', 'strong', 'target', 'targeted attacks', 'team', 'tips', 'trojan', 'trojanized pdf', 'ttps', 'uac0010', 'uac0020 group', 'uac0035', 'uac0051', 'uac0056 group', 'ukraine', 'ultimate', 'ultravnc viewer', 'unc1151', 'unknown', 'vector', 'virus total', 'virustotal', 'white', 'windows', 'winrar', '© all', '이재춘국장']","Third Infection Method, Operation Dream Job",https://www.clearskysec.com/wp-content/uploads/2020/08/Dream-Job-Campaign.pdf,Lazarus,
32519b85c0b422e4656de6e6c41878e95fd95026267daab4215ee59c107d6c77,1011032,"PE32 executable (DLL) (console) Intel 80386 Mono/.Net assembly, for MS Windows",PEXE,12/14/20 4:27,"['APT29', 'Cozy Bear', 'SolarWinds Orion', 'UNC2452']",C0024,"['Digital College', 'Emotet', 'Gootkit CnC', 'Hammertoss', 'Hammertoss - Solarwinds Orion - Sunburst - - Solorigate Teardrop', 'Infor', 'Orion', 'Solarwinds', 'Solarwinds Orion', 'Solorigate Teardrop Raindrop', 'Sunburst', 'Sunstrike.ru', 'WannaCry', 'accept reject', 'account', 'addressobj', 'addressvalue', 'advantage', 'advisories', 'aebv2', 'afaf09', 'agent', 'agenttesla', 'akamaitechnologies.com', 'alert', 'amazon', 'analysis', 'android', 'anko', 'aojsdjbc', 'apache', 'april', 'apt', 'aqcsf', 'arguepatch', 'articles', 'asgcloseh', 'attack', 'august', 'avemariarat', 'avqstring', 'azaz09', 'backdoor', 'bank', 'bazarbackdoor', 'bazarloader', 'bccg-2955', 'beacon', 'beyond', 'bfi9azf6', 'binder', 'bitrat', 'bits', 'black basta', 'bloodhound', 'body', 'bscut bsdelete', 'bsfloppy', 'btnabort', 'builder', 'businesslayer.dll', 'buttons', 'bypass', 'c2 server', 'c3hv10000af', 'caddywiper', 'cain', 'case studies', 'cert', 'chat', 'checkbox', 'cisa', 'class', 'classes', 'clop', 'cnconfiguration', 'cnmicrosoftdns', 'cobalt', 'cobalt strike', 'cobaltstrike', 'code', 'code issues', 'collections', 'comp', 'companion', 'computer security', 'comspec', 'concurrency', 'confuserex', 'contact', 'conti', 'controls', 'cookie', 'copy', 'core', 'cosmicgale', 'crackmapexec', 'csirt', 'cyber', 'cyber risks', 'cyber security', 'cybersecurity', 'cybox', 'cyboxcommon', 'dark halo', 'datahostwindows', 'datawindows', 'date', 'dddiiiooo', 'description', 'disallowedcertstl.cab', 'dnsrecords', 'domain', 'download', 'downloader', 'dump', 'dword', 'dytwnxpruocdkip', 'eagrxicueqxyd', 'egregor', 'emotet', 'empire', 'encrypt', 'engagements', 'enterprise', 'error', 'evil', 'example', 'exception', 'exchange', 'exclusivesem', 'execution', 'ezuri loader', 'factories', 'fail', 'false', 'february', 'figure', 'files', 'fin11', 'final', 'find', 'fireeye', 'first', 'flash', 'format', 'fraud', 'func', 'function', 'g5e5w8s76j5rgzz', 'gate', 'generics', 'getclass', 'getprocessheap', 'github', 'go gocrypter', 'go panda', 'graphics', 'group', 'guzgjsxxygyxl', 'hackforlife', 'hacking', 'hello', 'high', 'hjtwuffxado', 'holy wellmess', 'hooks', 'hpapax', 'hpeapeax', 'http', 'icedid', 'identifier', 'implant', 'indicator', 'indicators', 'indonesia', 'industroyer2', 'info', 'infostealer', 'innerlayout', 'insert', 'insiktrf', 'installer', 'iocs', 'ip watchlist', 'ipv4', 'ipv4 https', 'isnull', 'jhknjsqpw8exjh', 'john', 'joznwvyrxkttq', 'jump', 'june', 'jxpomndcbz1l7b', 'jxpomndcbz1lab', 'kaiji', 'keylogger', 'known malicious', 'koadic', 'learn', 'lejwflqglh http', 'leverage', 'light', 'live', 'ljavalangobject', 'ljavalangstring', 'llc https', 'local', 'locale', 'ltexas', 'lucky', 'macos', 'magic', 'malicious', 'malicious ipv4', 'malware', 'mandiant', 'march', 'marker', 'mars', 'masslogger', 'maze', 'md2mlzg2', 'media', 'medium', 'medusa', 'metasploit', 'meterpreter', 'mexico', 'microsoft', 'mimikatz', 'mission', 'mnfvlknf7nabw4d', 'mshtml', 'msil', 'mustang water', 'namespace3http', 'nefilim', 'netfix typosquatting domains some hijack fritbox routers deliver', 'news', 'next', 'nfd18nfdvlov53k', 'no info', 'nodes', 'null', 'number', 'nwtgjxpkhkfx', 'object', 'october', 'olol', 'orion', 'orion platform', 'orion software', 'p3dntinauugkurx', 'path', 'persistence', 'persistent threat', 'phase', 'phishing', 'podcast', 'poshc2', 'powershell', 'powersploit', 'prior', 'procdump', 'protect', 'psexec', 'pull', 'pupy', 'pupyrat', 'q2ha', 'q2v0locale', 'qakbot', 'qeba', 'qmetaobject', 'quasar', 'raas', 'random', 'ransomware', 'registered', 'remcomsvc', 'reportid', 'research', 'reviews', 'revisar correo', 'risk management', 'rochyrb8hliass', 'rootkits', 'rule', 'rule set', 'ryuk ransomware', 'saml', 'savedstate', 'sdk15view', 'security', 'security strategy', 'sentinel', 'sequence', 'service', 'set author', 'shane', 'sharphound', 'shell', 'shellcode', 'sign', 'solarwinds', 'solarwinds orion', 'solarwinds web', 'solorigate', 'speakeasy', 'speed', 'srvhttp', 'ssl certificate', 'star', 'stealth', 'stix', 'stringfileinfo', 'strong', 'sttx', 'sunburst', 'supernova', 'switchmap', 'system', 'systweak', 't1027', 't1057', 't1070', 't1105', 't1132', 't1195', 't1518', 't1568', 't1569', 't1584', 'target', 'tbpysigha', 'team', 'teamviewer', 'teardrop', 'technical review', 'test', 'threat', 'threat research', 'timestomp', 'title', 'tlisthelper', 'token', 'tools', 'trackprocesses', 'tresult', 'trickbot', 'trojan', 'true filemd5', 'true filesha1', 'true filesha256', 'tsource', 'ttps', 'types', 'u. s. computer emergency readiness', 'uaehw4call', 'uboot', 'ueaahw4call', 'ultimasms', 'ultimate', 'unc2198', 'unc2452', 'unknown', 'update', 'update function', 'us ip', 'uscert', 'userinit', 'utf7 mi', 'vash', 'virustotal', 'volexity', 'webshell', 'webview', 'whois', 'whois record', 'winapi', 'window', 'winnti', 'write', 'xsjoyhtojd', 'yara rule', 'ycmazdnb', 'ymxxz', 'zebrocy loader', 'zero', 'zochyabkhliasf']",,https://success.trendmicro.com/dcx/s/solution/000283368?language=en_US&sfdcIFrameOrigin=null,APT29,
328b48cd133b4c241e6cd9adf30fabf28f3539cb69f1ef35df263b69f7ff1516,356320,"PE32 executable (GUI) Intel 80386, for MS Windows",PEXE,1/26/18 6:45,['Konni'],C0006,"['konni', 'north korea', 'syscon']",North Korean Threat Actors,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups/,Korean Speaking Actor,
32cabf2952f88283251c36751e04a45bfa78cdb0835460619d4812b882795c03,109056,"PE32 executable (GUI) Intel 80386, for MS Windows",PEXE,11/17/20 18:53,['China APT'],C0007,"['China APT', 'Chinoxy RAT', 'FunnyDream RAT', 'PcShare RAT']",https://apt.etda.or.th/cgi-bin/showcard.cgi?g=FunnyDream&n=1,https://www.bitdefender.com/files/News/CaseStudies/study/379/Bitdefender-Whitepaper-Chinese-APT.pdf,TAG-16,"Chinese-State sponsored, Overlap with TAG-16"
33d2b141b17e6e04da11b2a75ca2dab74de19c1fb7be5065e839f540d267bdca,45056,"PE32 executable (DLL) (GUI) Intel 80386, for MS Windows",PEXE,6/17/20 20:38,['Lazarus'],C0022,"['/h1 > / <', '/h1 > <', 'APT', 'Aerospace', 'BEC attack', 'Europe', 'Lazarus group', 'Military', 'Operation In(ter)ception', 'Operation Interception', 'added iocs', 'code', 'code issues', 'contact', 'create', 'eset research', 'find', 'github', 'github ↵ jump', 'history', 'latest commit', 'operation', 'project', 'pull', 'search sign', 'security', 'sign', 'skip', 'star', 'user']",Operation Interception,https://www.welivesecurity.com/wp-content/uploads/2020/06/ESET_Operation_Interception.pdf,Lazarus,
356e41492d437e4bb2c98796dd8944d7e4c79a347376e66656705d2d51b440b0,6732040,Microsoft Word 2007+,OOXML,8/13/20 23:30,"['Lazarus', 'Lazarus Group']",C0022,"['DBLL Dropper', 'DRATzarus', 'Lazarus Group', 'Operation Dream Job', 'OperationDreamJob', 'apts', 'cobalt strike', 'dotm', 'filehashsha256', 'gamaredon', 'graphsteel', 'grimplant', 'iconcache.db', 'information', 'initial', 'invisimole', 'mailbox', 'microbackdoor', 'pcaudit.sys', 'stage rat c2', 'uac0010', 'uac0020 group', 'uac0035', 'uac0051', 'uac0056 group', 'ukraine', 'unc1151', 'vector', 'virus total', 'white', '© all']","Third Infection Method, Operation Dream Job",,Lazarus,
35d63d61f12598d5b85475f85cdad05bee0e0afb3c3e65799d1325a224ac66d5,414808,"PE32 executable (GUI) Intel 80386, for MS Windows, Nullsoft Installer self-extracting archive",PEXE,1/12/21 20:28,[],C0005,"['Remcos', 'agent tesla', 'arguepatch', 'asyncrat', 'attachment', 'autoit', 'avemariarat', 'basic', 'bitrat', 'black basta', 'caddywiper', 'cain', 'capture', 'cobalt', 'cobalt strike', 'cobaltstrike', 'colombia', 'discovery', 'domain', 'emotet', 'execution', 'files', 'high', 'id name', 'industroyer2', 'infostealer', 'installer', 'iocs', 'known malicious', 'malicious', 'malware', 'media', 'medium', 'mexico', 'mimikatz', 'njrat', 'nsis', 'persistence', 'phishing', 'powershell', 'qakbot', 'quasar', 'raas', 'ransomware', 'rats', 'registry', 'remcos', 'revisar correo', 'shell', 'trickbot', 'true filemd5', 'true filesha1', 'true filesha256', 'ultimasms', 'windows command']","Identical NSIS Installers, Similar to APT-C-36",https://www.welivesecurity.com/2021/01/12/operation-spalax-targeted-malware-attacks-colombia/,APT-C-36,
37a3c01bb5eaf7ecbcfbfde1aab848956d782bb84445384c961edebe8d0e9969,638464,"PE32 executable (DLL) (GUI) Intel 80386, for MS Windows",PEXE,4/22/20 18:04,"['Hidden Cobra', 'Lazarus', 'Lazarus Group']",C0022,"['DeathNote', 'Lazarus', 'Lazarus Group', 'Macros', 'Manuscrypt', 'NukeSped', 'OSINT', 'T1059', 'T1071', 'T1082', 'T1129', 'T1566', 'T1574.002', 'adversary', 'appdata', 'april', 'apt', 'attack', 'back', 'backdoor', 'blindingcan', 'clicker', 'code', 'concept', 'contact', 'copperhedge', 'cve-2017-0199', 'date', 'deathnote', 'defense', 'dll implant', 'dlls', 'dotm', 'evilclippy', 'gamaredon', 'gopuram', 'guid', 'hidden cobra', 'implant', 'installer', 'ioc md5', 'june', 'kimsuky', 'konni', 'korean', 'lazarus', 'lazarus group', 'life', 'loader', 'macros', 'malicious', 'malware descriptions', 'malware technologies', 'manuscrypt', 'mcafee', 'mcafee atr', 'microsoft word', 'mimikatz', 'min read', 'mozilla', 'nukesped', 'office', 'pdf file', 'phase', 'podcast', 'programdata', 'roaming mantis', 'service', 'south korea', 'sqlite', 'stealer', 'strong', 'target', 'targeted attacks', 'team', 'tips', 'trojan', 'trojanized pdf', 'ttps', 'ultimate', 'ultravnc viewer', 'unknown', 'virustotal', 'windows', 'winrar']",Operation North Star,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/operation-north-star-a-job-offer-thats-too-good-to-be-true/,Lazarus,
37d54e3d5e8b838f366b9c202f75fa264611a12444e62ae759c31a0d041aa6e4,10752,"PE32 executable (GUI) Intel 80386, for MS Windows",PEXE,6/13/17 12:27,"['BlackEnergy, CRASHOVERRIDE, INDUSTROYER', 'Electrum', 'Havex']",C0025,"['BlackEnergy', 'BlackEnergy, CRASHOVERRIDE, INDUSTROYER', 'CrashOverride', 'Endowerpo', 'Endowerpo.A', 'ICS', 'Industrial Control Systems', 'Industroyer', 'Russia', 'Ukraine', 'VertekMTI', 'code issues', 'github', 'history files', 'industroyer', 'latest commit', 'pull', 'search sign', 'sign', 'skip', 'type name', 'vsoc']",Primary Backdoor,https://www.dragos.com/wp-content/uploads/CRASHOVERRIDE2018.pdf,Sandworm,"Quedagh, VOODOO BEAR, TEMP.Noble, IRON VIKING, G0034, ELECTRUM, TeleBots, IRIDIUM, Blue Echidna, FROZENBARENTS"
392b1eaf242eaa780bddde2d0babd5c2723e0ecadc4aa3fb64a3357ca0698987,130048,"PE32 executable (DLL) (GUI) Intel 80386, for MS Windows",PEXE,12/5/17 22:31,['Konni'],C0006,"['konni', 'north korea', 'syscon']",North Korean Threat Actors,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups/,Korean Speaking Actor,
3e3ab9674142dec46ce389e9e759b6484e847f5c1e1fc682fc638fc837c13571,88576,"PE32 executable (GUI) Intel 80386, for MS Windows",PEXE,6/13/17 12:26,"['BlackEnergy, CRASHOVERRIDE, INDUSTROYER', 'Electrum', 'Havex']",C0025,"['BlackEnergy', 'BlackEnergy, CRASHOVERRIDE, INDUSTROYER', 'CrashOverride', 'Endowerpo', 'Endowerpo.A', 'ICS', 'Industrial Control Systems', 'Industroyer', 'Russia', 'Ukraine', 'VertekMTI', 'code issues', 'github', 'history files', 'industroyer', 'latest commit', 'pull', 'search sign', 'sign', 'skip', 'type name', 'vsoc']",Primary Backdoor,https://www.dragos.com/wp-content/uploads/CRASHOVERRIDE2018.pdf,Sandworm,"Quedagh, VOODOO BEAR, TEMP.Noble, IRON VIKING, G0034, ELECTRUM, TeleBots, IRIDIUM, Blue Echidna, FROZENBARENTS"
40fbac7a241bea412734134394ca81c0090698cf0689f2b67c54aa66b7e04670,961561,Microsoft Word 2007+,OOXML,6/10/20 23:33,"['Hidden Cobra', 'Lazarus', 'Lazarus Group']",C0022,"['******_pms.docx', 'DBLL Dropper', 'DRATzarus', 'Lazarus Group', 'Operation Dream Job', 'OperationDreamJob', 'adversary', 'april', 'apts', 'attack', 'back', 'clicker', 'cobalt strike', 'code', 'contact', 'cve-2017-0199', 'date', 'defense', 'dll implant', 'dlls', 'dotm', 'evilclippy', 'filehashsha256', 'gamaredon', 'graphsteel', 'grimplant', 'guid', 'hidden cobra', 'iconcache.db', 'implant', 'information', 'initial', 'invisimole', 'kimsuky', 'konni', 'korean', 'lazarus', 'life', 'mailbox', 'mcafee', 'mcafee atr', 'microbackdoor', 'microsoft word', 'min read', 'mozilla', 'office', 'pcaudit.sys', 'phase', 'podcast', 'service', 'sqlite', 'stage rat c2', 'stealer', 'strong', 'target', 'team', 'tips', 'ttps', 'uac0010', 'uac0020 group', 'uac0035', 'uac0051', 'uac0056 group', 'ukraine', 'ultimate', 'unc1151', 'unknown', 'vector', 'virus total', 'white', '© all', '이재춘국장']","Third Infection Method, Operation Dream Job",,Lazarus,
42a782d342fb70169b07a5c2be054af49f88ffa92d04243b070b5b939eaa4465,338382,"Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.1, Code page: 949, Author: HoneyBee, Template: Normal.dotm, Last Saved By: HoneyBee, Revision Number: 6, Name of Creating Application: Microsoft Office Word, Total Editing Time: 01:00, Create Time/Date: Wed Jan 17 19:39:00 2018, Last Saved Time/Date: Wed Jan 17 19:48:00 2018, Number of Pages: 1, Number of Words: 0, Number of Characters: 1, Security: 0",CDF,3/2/18 15:41,['Konni'],C0006,"['konni', 'north korea', 'syscon']",North Korean Threat Actors,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups/,Korean Speaking Actor,
42f640fc14bda79c0507e6b939e0c0eee013375b972764d453131ad78622bbeb,985146,Microsoft Word 2007+,OOXML,6/25/20 14:25,"['Hidden Cobra', 'Lazarus', 'Lazarus Group']",C0022,"['BLINDINGCAN', 'DBLL Dropper', 'DRATzarus', 'Lazarus Group', 'Operation Dream Job', 'OperationDreamJob', 'apts', 'cobalt strike', 'dotm', 'filehashsha256', 'gamaredon', 'graphsteel', 'grimplant', 'iconcache.db', 'information', 'initial', 'invisimole', 'mailbox', 'microbackdoor', 'pcaudit.sys', 'stage rat c2', 'uac0010', 'uac0020 group', 'uac0035', 'uac0051', 'uac0056 group', 'ukraine', 'unc1151', 'vector', 'virus total', 'white', '© all']","Third Infection Method, Operation Dream Job",,Lazarus,
439c305cd408dbb508e153caab29d17021a7430f1dbaec0c90ac750ba2136f5f,44032,"PE32 executable (DLL) (GUI) Intel 80386, for MS Windows",PEXE,1/17/18 5:41,['Konni'],C0006,"['konni', 'north korea', 'syscon']",North Korean Threat Actors,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups/,Korean Speaking Actor,
43b6b0af744124da5147aba81a98bc7188718d5d205acf929affab016407d592,1244546,Microsoft Word 2007+,OOXML,6/11/20 10:07,"['Hidden Cobra', 'Lazarus', 'Lazarus Group']",C0022,"['******_pms.docx', 'DBLL Dropper', 'DRATzarus', 'Lazarus Group', 'Operation Dream Job', 'OperationDreamJob', 'adversary', 'april', 'apts', 'attack', 'back', 'clicker', 'cobalt strike', 'code', 'contact', 'cve-2017-0199', 'date', 'defense', 'dll implant', 'dlls', 'dotm', 'evilclippy', 'filehashsha256', 'gamaredon', 'graphsteel', 'grimplant', 'guid', 'hidden cobra', 'iconcache.db', 'implant', 'information', 'initial', 'invisimole', 'june', 'kimsuky', 'konni', 'korean', 'lazarus', 'life', 'mailbox', 'mcafee', 'mcafee atr', 'microbackdoor', 'microsoft word', 'min read', 'mozilla', 'native windows', 'office', 'pcaudit.sys', 'phase', 'podcast', 'report', 'service', 'sha-1', 'sha-256', 'sqlite', 'stage rat c2', 'stealer', 'strong', 'target', 'team', 'tips', 'ttps', 'uac0010', 'uac0020 group', 'uac0035', 'uac0051', 'uac0056 group', 'ukraine', 'ultimate', 'unc1151', 'unknown', 'vector', 'virus total', 'white', '© all', '이재춘국장']","Third Infection Method, Operation Dream Job",,Lazarus,
4588f52af10e123b050539fe48c317056e944b3ff0f9db9807cfcafaf74e1b8f,145858,"Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.1, Code page: 1252, Author: HoneyBee, Template: Normal.dotm, Last Saved By: HoneyBee, Revision Number: 8, Name of Creating Application: Microsoft Office Word, Total Editing Time: 02:00, Create Time/Date: Fri Feb  2 20:31:00 2018, Last Saved Time/Date: Fri Feb  2 20:40:00 2018, Number of Pages: 1, Number of Words: 0, Number of Characters: 1, Security: 0",CDF,2/4/18 7:42,['Konni'],C0006,"['konni', 'north korea', 'syscon']",North Korean Threat Actors,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups/,Korean Speaking Actor,
46c00c94bffc91316d10ed011e9d8168bc4e9c4416387427367005cd632452fe,333576,"PE32 executable (GUI) Intel 80386, for MS Windows, Nullsoft Installer self-extracting archive",PEXE,9/4/20 23:28,[],C0005,"['agent tesla', 'asyncrat', 'autoit', 'colombia', 'njrat', 'nsis', 'rats', 'remcos']","Unrelated to this campaign. This means that these installers were generated with the same builder, but by different actors. The builder is probably offered in underground forums and includes these benign files",https://www.welivesecurity.com/2021/01/12/operation-spalax-targeted-malware-attacks-colombia/,Unidentified,
47b12169eb9933b8481327a9775d1efd4fa077881f023892938056ff06e4f2b4,229376,"PE32 executable (GUI) Intel 80386 (stripped to external PDB), for MS Windows",PEXE,10/19/20 15:04,"['Insikt', 'TAG-16', 'Tag-16 Chinese Nation state']",TAG33,"['APT40', 'CobaltStrike', 'FunnyDream', 'PCShare', 'RedFoxtrot', 'ShadowPad', 'TAG-16', 'TAG-33', 'Trochilus', 'analysis', 'april', 'apt40', 'china', 'chinoxy', 'cobalt strike', 'cyber threat', 'funnydream', 'future', 'indonesia', 'insikt', 'insikt group', 'june', 'laos', 'naikon', 'newcore', 'newcore rat', 'recorded future', 'redalpha', 'reddelta', 'redfoxtrot', 'royal road', 'royalroad', 'rtf sample', 'shadowpad', 'smanager', 'south china', 'southeast asia', 'tag16', 'threat activity', 'twitter']",Falls under CobalStrike Category,https://go.recordedfuture.com/hubfs/reports/cta-2021-1208.pdf,Chinese state-sponsored,
48ae9f16aa87bf92639c24ccfd60b3e06b38560d4aaee158a4e75875e1f23ae6,3169280,"PE32+ executable (DLL) (GUI) x86-64, for MS Windows",PEXE,11/19/20 3:47,"['Lazarus', 'Lazarus Group']",C0022,"['DBLL Dropper', 'DRATzarus', 'DeathNote', 'Lazarus', 'Lazarus Group', 'Macros', 'Manuscrypt', 'NukeSped', 'OSINT', 'Operation Dream Job', 'OperationDreamJob', 'T1059', 'T1071', 'T1082', 'T1129', 'T1566', 'T1574.002', 'appdata', 'april', 'apt', 'apts', 'backdoor', 'blindingcan', 'cobalt strike', 'concept', 'copperhedge', 'deathnote', 'dotm', 'filehashsha256', 'gamaredon', 'gopuram', 'graphsteel', 'grimplant', 'iconcache.db', 'information', 'initial', 'installer', 'invisimole', 'june', 'lazarus', 'lazarus group', 'loader', 'macros', 'mailbox', 'malicious', 'malware descriptions', 'malware technologies', 'manuscrypt', 'microbackdoor', 'mimikatz', 'nukesped', 'pcaudit.sys', 'pdf file', 'programdata', 'roaming mantis', 'south korea', 'stage rat c2', 'targeted attacks', 'trojan', 'trojanized pdf', 'uac0010', 'uac0020 group', 'uac0035', 'uac0051', 'uac0056 group', 'ukraine', 'ultravnc viewer', 'unc1151', 'vector', 'virus total', 'virustotal', 'white', 'windows', 'winrar', '© all']",Operation Dream Job,,Lazarus,
48b5fb3fa3ea67c2bc0086c41ec755c39d748a7100d71b81f618e82bf1c479f0,1486,"MS Windows shortcut, Item id list present, Has command line arguments, Icon number=4, ctime=Mon Jan  1 00:00:00 1601, mtime=Mon Jan  1 00:00:00 1601, atime=Mon Jan  1 00:00:00 1601, length=0, window=hide",LNK,5/26/21 10:46,"['APT29', 'NOBELIUM']",C0024,"['Cozy Bear', 'Email-based Phishing', 'Hammertoss', 'NOBELIUM', 'Nobelium', 'Ransomware Sobdinski', 'The Dukes', 'april', 'apt29', 'arguepatch', 'artemis', 'avemariarat', 'azure sentinel', 'beacon loader', 'beacon malware', 'bitrat', 'black basta', 'boombox', 'caddywiper', 'cain', 'cert', 'cisa', 'cobalt', 'cobalt strike', 'cobaltstrike', 'computer security', 'contact', 'containedwithin', 'container', 'cookie', 'csirt', 'cyber risks', 'cyber security', 'cybersecurity', 'dark halo', 'date', 'decoy document', 'defender', 'description', 'domain', 'domain actor', 'email', 'email spoofed', 'email url', 'emotet', 'entropy', 'europe', 'execution', 'february', 'file', 'firebase', 'first', 'format', 'generickd.46360875', 'germany', 'high', 'host ip', 'html', 'html document', 'indicator type', 'industroyer2', 'infostealer', 'installer', 'iocs', 'ip address', 'iso file', 'january', 'ka', 'khalesi', 'known malicious', 'lnk file', 'lua', 'lua interpreter', 'lua payload', 'malicious', 'malicious ip', 'malicious iso', 'malicious lnk', 'malware', 'matches no', 'medium', 'mexico', 'microsoft', 'mimikatz', 'mstic', 'nobelium', 'open', 'persistence', 'phishing', 'powershell', 'privacy', 'qakbot', 'quasar', 'raas', 'ransomware', 'razy', 'refer', 'relatedto', 'restrict', 'revisar correo', 'rozena', 'sha1', 'sha256', 'sha256 cobalt', 'stage', 'strike beacon', 'subdomain', 'tcp comms', 'trickbot', 'trojan', 'true filemd5', 'true filesha1', 'true filesha256', 'type', 'u. s. computer emergency readiness', 'ultimasms', 'united', 'urls', 'usaid', 'uscert', 'virustotal', 'volexity', 'white', 'windows nt', 'withheld']",,https://www.microsoft.com/en-us/security/blog/2021/05/27/new-sophisticated-email-based-attack-from-nobelium/,APT29,
48b8486979973656a15ca902b7bb973ee5cde9a59e2f3da53c86102d48d7dad8,1034240,"PE32+ executable (DLL) (GUI) x86-64, for MS Windows",PEXE,4/25/20 5:57,"['Hidden Cobra', 'Lazarus', 'Lazarus Group']",C0022,"['DeathNote', 'Lazarus', 'Lazarus Group', 'Macros', 'Manuscrypt', 'NukeSped', 'OSINT', 'T1059', 'T1071', 'T1082', 'T1129', 'T1566', 'T1574.002', 'adversary', 'appdata', 'april', 'apt', 'attack', 'back', 'backdoor', 'blindingcan', 'clicker', 'code', 'concept', 'contact', 'copperhedge', 'cve-2017-0199', 'date', 'deathnote', 'defense', 'dll implant', 'dlls', 'dotm', 'evilclippy', 'gamaredon', 'gopuram', 'guid', 'hidden cobra', 'implant', 'installer', 'ioc md5', 'june', 'kimsuky', 'konni', 'korean', 'lazarus', 'lazarus group', 'life', 'loader', 'macros', 'malicious', 'malware descriptions', 'malware technologies', 'manuscrypt', 'mcafee', 'mcafee atr', 'microsoft word', 'mimikatz', 'min read', 'mozilla', 'nukesped', 'office', 'pdf file', 'phase', 'podcast', 'programdata', 'roaming mantis', 'service', 'south korea', 'sqlite', 'stealer', 'strong', 'target', 'targeted attacks', 'team', 'tips', 'trojan', 'trojanized pdf', 'ttps', 'ultimate', 'ultravnc viewer', 'unknown', 'virustotal', 'windows', 'winrar']","Operation North Star, Operation Death Note",https://www.mcafee.com/blogs/other-blogs/mcafee-labs/operation-north-star-a-job-offer-thats-too-good-to-be-true/,Lazarus,
